brand,events,views,carts,purchases,users_chunk_sum,revenue,avg_price
tomex,30,30,0,0,22,0.0,24.26101731601732
tomfarr,233383,231932,1094,357,123299,45201.56,134.0218659067705
tomford,4615,4398,160,57,2684,4609.6,203.50029690220288
tomik,64,64,0,0,53,0.0,11.56
tomix,216,210,5,1,156,4.22,45.051776742993844
tommy,3,3,0,0,3,0.0,50.169999999999995
tommyhilfiger,357,349,6,2,275,460.24,229.84685917079176
tomoloo,345,345,0,0,271,0.0,371.73
tonar,9072,8670,304,98,3880,5036.6900000000005,57.24344910266434
toneybaby,335,333,2,0,254,0.0,231.40999999999997
tontarelli,1295,1255,30,10,787,75.44,7.512138322155018
tonybellucci,24811,24142,502,167,10694,15082.73,78.70363500906743
toocool,375,373,2,0,239,0.0,28.874836402768604
tools,1612,1550,47,15,1092,164.33,9.112780274421988
topex,1200,1179,16,5,1006,374.02,52.0733509805105
topface,5814,5608,164,42,3169,158.07,4.026263025586955
topicrem,3666,3529,104,33,1477,536.75,14.792089655280629
topran,36,36,0,0,29,0.0,15.898823529411766
topten,1114,1074,32,8,588,211.07999999999998,25.059165383007034
toptools,1431,1398,26,7,1113,436.58000000000004,65.30661904761905
torch,290,279,10,1,148,3.86,4.066059679285061
torgue,146,144,2,0,84,0.0,375.3485547664141
tornado,28,28,0,0,23,0.0,35.96864583333333
torneo,669,661,8,0,425,0.0,57.81365828707048
toro,29910,28706,910,294,14344,4114.69,13.70120074113805
torrent,19244,18590,483,171,10324,13085.880000000001,87.1671032185198
torres,1408,1373,31,4,843,131.54,26.089908366424886
torso,903,880,20,3,446,71.48,25.571605199010747
toscom,210,209,1,0,143,0.0,18.53665168539326
toshiba,89733,86139,2646,948,39309,243946.25,294.8565288093055
totachi,375,330,31,14,155,1387.3999999999999,107.69113429485962
totaku,824,792,24,8,544,160.4,20.05
total,93400,89320,3030,1050,46807,44262.0,39.46842354256535
totalbox,795,794,1,0,426,0.0,366.000096058993
toto,893,862,23,8,616,61.6,7.755547465437789
totolink,10,10,0,0,6,0.0,46.626666666666665
totu,3,3,0,0,2,0.0,28.945
touchbeauty,8026,7938,66,22,3674,1040.02,119.31227492540745
tourist,261,261,0,0,202,0.0,69.47
tous,770,751,15,4,412,115.9,39.55995203054255
toway,1491,1278,131,82,826,21487.280000000002,262.04
toyland,2636,2475,125,36,1415,8855.35,240.30932092246596
toymonarch,240,213,16,11,88,2012.8899999999999,169.43246061058693
toyo,54307,51565,2015,727,29602,68821.18,95.62012918485966
toyota,26810,25921,661,228,11129,36023.19,161.4715279809162
toysmax,500,488,9,3,342,155.45,49.33895345573966
tp-link,225592,214626,7955,3011,70742,195427.17,59.82722198497417
tpmaster,1720,1659,48,13,998,239.37,18.35940972222222
tracker,941,932,9,0,626,0.0,23.94
tradiciatekstila,115,114,1,0,81,0.0,47.494126984126986
tramontina,79337,77642,1441,254,32104,7181.69,48.6089406608027
transcend,171305,157897,10348,3060,54633,143266.32,59.932375260917915
transformers,974,918,45,11,598,216.72,19.2429204610568
traser,3475,3449,20,6,1407,1955.76,483.57278610692043
travelite,5374,5273,62,39,3059,4356.59,95.13777446053943
travellight,3398,3342,36,20,1865,1270.29,55.4351058472429
traxxas,270,258,8,4,135,332.56,83.14
trazano,454,405,34,15,256,4294.42,189.7484351836673
trebl,83676,79902,3192,582,40759,42354.16,77.97178167549039
trefl,3865,3807,43,15,2506,103.85,8.282457480230578
trek,9031,8933,70,28,3955,12297.91,515.7514512823263
trendbeauty,699,675,21,3,477,27.54,9.35876762594516
trendbeuty,237,228,7,2,165,39.9,14.089700194931773
trendvision,453,450,3,0,272,0.0,145.99563433159722
trendy,137,137,0,0,123,0.0,110.67999999999999
trespass,275,273,0,2,187,9.52,4.76
trevi,3640,3631,9,0,2625,0.0,1525.6750180844454
trevorjames,253,252,1,0,195,0.0,1274.16
triangle,498832,461127,24897,12808,198382,647736.33,53.55328621349048
trianglegroup,224,217,2,5,115,382.25,76.45
trichup,1014,940,61,13,603,45.05,3.816676071189226
tridevatoecarstvo,584,573,7,4,363,1132.6,283.15
trikota,191,185,5,1,122,8.31,12.25333869581597
trinx,6384,6285,55,44,2832,8155.9800000000005,184.96916313150788
tripplite,38,35,2,1,22,14.05,14.563684210526315
tristar,24924,24431,371,122,14536,3919.5,31.323126182498196
triton,26108,25597,388,123,9820,31972.71,293.2529104414636
triumf,5862,5715,114,33,3806,6739.2300000000005,159.34780390336076
triumph,4641,4561,66,14,3307,136.25,23.041007811227935
triumphnord,4125,4011,86,28,2777,2795.2,115.22555892235357
triumphtree,8641,8478,135,28,6311,1983.87,423.6795082636116
trollbeads,46783,46470,218,95,29868,10054.81,141.27209661478813
troyka,8057,7677,292,88,4903,1101.6399999999999,12.355218389868487
true,111,110,1,0,75,0.0,244.54
trukinauki,277,269,6,2,180,15.14,9.458351297228848
trunki,672,654,14,4,408,392.0,85.20042593819606
trussardi,14065,13423,471,171,5941,8848.87,55.57638958645002
trust,79478,76674,2121,683,38733,32165.31,48.675902408298946
truva,346,345,1,0,249,0.0,420.1766708221025
tsg,1,1,0,0,1,0.0,125.87
tsubaki,2884,2721,126,37,1320,326.39000000000004,10.037037354296007
tsv,466,460,5,1,347,64.89,69.75116873371597
ttco,480,475,3,2,391,342.36,171.18
tuarex,129,126,1,2,89,105.86,32.09608496732026
tucano,2861,2736,94,31,1803,949.94,36.660423716956004
tuctuc,151,149,2,0,120,0.0,63.867374999999996
tuff,16,16,0,0,14,0.0,772.22
tuffoni,5945,5883,39,23,4200,2689.42,127.65158404894032
tuka,11132,10674,342,116,6537,2642.38,23.115458296515374
tuncmatik,742,709,27,6,368,281.79,123.22967448425612
tundra,3619,3598,14,7,2219,376.45000000000005,47.38327078113088
tundracomfort,15,15,0,0,13,0.0,122.19888888888889
tunga,261966,237615,18986,5365,121032,187029.13,34.86849900831348
turbo,44539,42688,1403,448,19702,27495.72,66.83725402075247
turboair,33741,32586,860,295,13628,14603.8,50.62128066193852
turbosound,517,505,7,5,322,5050.31,914.9327161879787
turtle,230,223,5,2,116,246.86,120.6072669683258
turtles,241,225,14,2,137,55.64,28.102941955878396
tutis,7431,7327,69,35,3170,14104.28,426.9520516059765
tutti,3761,3645,87,29,2000,1176.34,39.50648272809983
tutu,101,100,0,1,48,5.02,4.7054838709677425
tv-shop,2518,2393,89,36,1369,917.28,24.40396673464754
tvs,78,78,0,0,62,0.0,12.077499999999999
twinkly,151,151,0,0,121,0.0,746.4800000000001
twins,1152,1152,0,0,754,0.0,6.741977329693309
twistclimbingcar,1177,1120,43,14,659,461.30000000000007,35.21156860704329
twistypetz,57,57,0,0,35,0.0,27.99361201298701
ty,2882,2849,12,21,1808,130.96,6.164219383108593
tyr,1911,1882,25,4,1103,272.85,70.13211129451223
tyrex,7198,6441,451,306,3129,75437.58,239.73807733878
tytan,483,474,9,0,279,0.0,4.077574859592845
ubear,204,202,1,1,181,15.44,18.286293103448276
ubiquiti,1480,1465,12,3,691,286.37,120.91926961482807
ubisoft,32285,30705,1157,423,15830,13199.9,37.90577544901302
ubtech,57,57,0,0,39,0.0,115.1632258064516
ugreen,5728,5528,164,36,3341,499.21000000000004,14.578911328143642
ukikids,407,393,9,5,228,283.0,61.05553030303031
ultimatenutrition,14,14,0,0,11,0.0,29.909000000000002
ultimatumboxing,140,139,1,0,99,0.0,146.67823901098902
ultraflash,1871,1845,17,9,1140,95.27,12.001243511661189
ultrapowersports,289,265,18,6,142,1204.68,200.78
ultrasone,61,61,0,0,41,0.0,68.64933823529411
ultravit,379,364,11,4,182,58.3,15.837514423076923
umi,41277,39436,1356,485,24225,232641.08,495.9675876663125
umka,269,262,4,3,213,50.94,8.707867857142856
underarmour,1413,1389,19,5,859,193.05,38.61
uniforce,320,312,4,4,175,65.88,16.064087786940725
unikum,113,109,1,3,58,386.09999999999997,128.7
unilux,23086,22697,291,98,6311,48866.36,597.6378207602248
unison,1067,1049,13,5,777,104.21,19.679143199400972
unit,34093,32748,953,392,18405,13052.93,44.43573387058885
unitedcolorsofbenetton,218,212,5,1,138,10.95,11.849461538461536
universal,85,82,2,1,60,346.84,350.1225
unknown,23463568,22697203,552062,214303,6368113,29842410.78,193.04362038220873
uno,18835,18114,551,170,7528,87394.17,518.1276762004369
unyjatlet,2232,2110,98,24,1192,2908.7400000000002,121.707923897
uomo,720,707,6,7,463,1261.12,175.48744846596355
upright,1132,1120,7,5,633,112.66999999999999,23.27189755792166
uragan,1974,1797,100,77,862,2992.99,38.87
ural,1312,1275,26,11,902,2095.2799999999997,167.30850531876607
ural-mikma-term,288,288,0,0,115,0.0,161.15357724585422
uralsport,970,880,72,18,453,867.21,50.41589078455126
urbanears,586,577,8,1,386,36.01,78.25775502978503
urgaz,973,950,16,7,686,858.6800000000001,109.51186548821549
uriage,346,344,2,0,184,0.0,24.344151865493938
usams,34397,33457,633,307,24457,14598.98,45.094874584560394
usborne,363,351,9,3,212,47.34,12.975093393196842
useandcare,129,129,0,0,96,0.0,34.79486772486773
usmedica,104,103,1,0,66,0.0,210.75917701863355
usplabs,16,15,1,0,12,0.0,34.23145833333333
uta,7401,7229,123,49,3959,35452.64,994.6387088590925
uvelirnyetradicii,370,360,5,5,282,105.66,25.05401423228828
v-color,51,51,0,0,39,0.0,87.49263157894738
v-t,228,222,5,1,166,20.15,20.1425
v-unic,114,114,0,0,63,0.0,257.4264761904762
vagoriginal,9,9,0,0,9,0.0,48.65
vaiper,279,272,5,2,153,172.46,186.49024786324784
vako,20439,19866,474,99,8814,7247.639999999999,69.8481039739364
vakosa,17,17,0,0,14,0.0,0.99
valberg,3818,3731,69,18,1422,2751.98,336.44693225178514
valentino,1889,1833,33,23,973,1736.32,78.79302752065426
valkiria,21160,21013,121,26,12808,850.49,31.63986906502234
value,571,571,0,0,453,0.0,450.1592127759627
valve,345,345,0,0,252,0.0,126.09999999999998
vans,4152,4105,36,11,3048,720.76,77.05167060999196
vard,38,37,0,1,29,669.26,669.26
vardoven,1353,1321,13,19,1030,12510.02,658.2989255975394
vargame,629,615,13,1,386,28.31,28.31
vari,269,266,3,0,181,0.0,39.51923027319902
varta,34181,32700,1006,475,14211,54321.549999999996,113.76222159724256
vasco,12,12,0,0,7,0.0,177.97857142857143
vasden,336,312,20,4,193,476.19,174.0534864810331
vasilek,21,21,0,0,17,0.0,45.775333333333336
vasilisa,1797,1729,51,17,1170,407.54,24.81510419446995
vasin,154,136,9,9,97,3595.94,398.35590136054424
vaude,724,717,5,2,458,385.59999999999997,161.0088508100827
vcom,695,663,26,6,460,105.10999999999999,17.01842463959451
vdk,98,98,0,0,74,0.0,117.97330900621118
vdovichev,272,266,4,2,218,10.4,5.932832981397688
vece,2,2,0,0,2,0.0,8.49
vectron,5718,5653,50,15,3210,7100.55,473.51882962606305
vega,180770,176777,2807,1186,82767,31260.4,28.385519607420168
vegas,135877,132192,2582,1103,47057,231946.06,239.8636460062621
veho,8141,8061,46,34,5574,780.99,31.41364231416211
velform,281,270,7,4,167,40.16,10.04
velikiereki,96,89,7,0,58,0.0,28.984130821559393
vellarti,1135,1131,4,0,746,0.0,33.02550849626854
velo,373,361,9,3,208,231.66,77.7515958066756
velositywheels,11,11,0,0,9,0.0,592.04
velvet,23993,23286,571,136,12208,21342.89,156.9479149187569
velvet-santiago,18129,17848,197,84,8828,27626.97,320.05376560148915
venta,5820,5718,77,25,2672,7590.16,513.4790150105711
ventara,2254,2249,4,1,2013,227.03,227.83115050169997
venti,288,287,0,1,211,205.93,225.5241704006567
ventura,907,879,20,8,594,1323.1799999999998,43.00875617827289
venum,444,421,18,5,271,471.06000000000006,111.69187970276087
verbatim,6131,5881,192,58,3471,2611.67,43.03827958728204
verdi,2535,2499,29,7,1234,3065.71,450.2832953731124
verico,41,40,1,0,29,0.0,13.893333333333333
veritas,3356,3087,201,68,1288,9732.71,151.8745324254013
verloni,29963,28615,1091,257,16591,10786.5,49.707185608323044
verossa,5917,5718,150,49,2925,1943.5,41.729066333108
verran,61,61,0,0,53,0.0,30.89
versace,182308,173473,6261,2574,80280,249228.42,303.11545943074486
versal,104,103,1,0,77,0.0,15.8474213836478
versale,21088,20406,540,142,9791,20408.85,132.67026072738278
versus,1383,1373,4,6,920,1800.74,302.061172076402
vertex,4894,4880,13,1,3191,93.91,84.29905436217972
ves,2408,2373,25,10,1647,257.9,20.186951775765237
vesna,72,72,0,0,58,0.0,16.9728
vesta,126,125,1,0,95,0.0,26.550656084656087
vestel,20276,19539,518,219,9491,73106.99,342.0386713929657
veston,21218,20332,643,243,10648,9724.01,40.30439885263712
veurne,40,40,0,0,37,0.0,36.04
vgp,386,386,0,0,249,0.0,31.409151846151847
vialata,157,151,6,0,99,0.0,3.8429063852813856
viatti,463032,419924,32464,10644,212407,463459.41,44.83649402745833
vibe,775,763,7,5,451,341.57,70.80071379695566
vicalina,541,529,11,1,343,43.76,43.76
vichy,40461,38824,1255,382,12454,9759.76,26.362773712085474
vicovation,10,10,0,0,9,0.0,89.84
victor,670,667,3,0,482,0.0,16.19
victoriashu,578,547,21,10,391,45.97,4.832650800588652
victoriassecret,1319,1226,68,25,656,975.51,21.806803085782853
victorinox,8530,8273,197,60,3201,2273.19,44.47571516260466
viessmann,1674,1660,11,3,621,2704.75,817.569219076303
view-master,10,10,0,0,6,0.0,8.83
viewmaster,4963,4852,93,18,3260,302.76,16.82
viewsonic,10939,10637,227,75,5122,32684.84,519.8050311250254
viga,1047,1018,24,5,605,111.31,25.65631926681825
vigoole,2,2,0,0,2,0.0,50.19
vihr,37533,36018,1215,300,19977,12021.57,40.93658862105674
viking,6110,6070,27,13,3057,6081.5,639.9028341228307
vilatte,9756,9698,50,8,6220,301.65999999999997,38.24679062214001
vilenta,86,86,0,0,66,0.0,1.504531914893617
vilia,261,250,6,5,197,62.400000000000006,12.463943661971832
villa,6,6,0,0,3,0.0,12.36
villi-vinki,406,401,5,0,333,0.0,8.712887901039771
vilt,9,9,0,0,8,0.0,23.14
vim-art,10,10,0,0,9,0.0,2.75
vinzer,29569,28872,528,169,16098,9766.41,76.30849049853825
violet,33,32,1,0,19,0.0,55.927680776014114
vionne,78,76,1,1,39,3.84,3.84
vip,585,582,2,1,466,15.37,15.37018916464891
vipe,3068,3035,27,6,2261,182.86,26.889317787618577
vira,74,74,0,0,66,0.0,51.391059999999996
visage,3576,3543,25,8,2305,308.88,38.61
visavis,22355,21908,377,70,10832,863.97,11.372011248802506
visma,161,157,4,0,108,0.0,6.014531793515127
visnevyjpapa,452,437,13,2,323,19.0,8.980583217457637
vissol,354,346,6,2,255,988.44,804.7282032008926
vista,933,922,8,3,651,599.76,235.45491806795326
vita,134,134,0,0,100,0.0,25.2188
vitaluce,3159,3064,67,28,1613,802.98,26.61272741564148
vitax,4,4,0,0,4,0.0,17.66
vitebskiekovry,7153,7074,65,14,4037,1435.31,87.28000161702718
vitek,1033616,971307,46070,16239,384754,677098.4299999999,47.15097446508568
viteks,288,274,12,2,167,3.9399999999999995,2.2667837687257917
vitelia,512,509,3,0,283,0.0,42.39787170132735
vitesse,612,604,6,2,306,44.78,23.35152289888096
vitra,1651,1619,26,6,1042,860.5699999999999,125.71950102253933
vitross,209,208,1,0,166,0.0,85.41344946808512
vitus,1280,1278,2,0,1066,0.0,5.2259154110951505
viviennesabo,6833,6245,476,112,4099,411.28999999999996,3.63371712788443
vivitek,2634,2619,15,0,1545,0.0,1275.5661928120087
vivo,485912,461038,17763,7111,151595,1738362.68,284.8755731743046
vladi,10926,10702,159,65,5442,2332.48,37.969232114883646
vladitoys,782,765,15,2,547,14.68,7.109983855355454
vlk,277,268,6,3,161,50.88,16.96
vmgconsultancy,1,1,0,0,1,0.0,8.37
vmv,958,951,4,3,679,138.91,126.05760300318222
vobix,1509,1486,20,3,931,398.90999999999997,262.1029937867844
voda,151,149,2,0,97,0.0,66.26017036679536
vogue,16,16,0,0,13,0.0,167.06
voin,198,193,5,0,136,0.0,35.37729411764706
vokter,89,89,0,0,77,0.0,37.75
vokul,107,105,0,2,51,164.22,81.85479338842975
volcano,1150,1125,21,4,573,1813.54,415.1980713687118
volkl,2532,2479,39,14,1419,4861.36,314.70046428129467
volsebnaanoc,422,420,2,0,331,0.0,52.76872160229199
volta,32113,29366,1981,766,13943,36695.36,56.8331206391559
voltajr,72,55,10,7,36,1009.0500000000001,167.54777777777778
voltman,24858,23060,1214,584,9703,46128.63,79.8381551093261
voltmaster,2744,2585,113,46,1286,3755.61,84.55927922554912
vorson,51,51,0,0,39,0.0,38.61
vortex,122,122,0,0,76,0.0,17.42919642857143
vossen,4780,4662,103,15,2708,5431.29,374.38570647427304
vov,25,25,0,0,17,0.0,10.589444444444444
vox,70,70,0,0,58,0.0,108.07448979591835
voyager,154,139,12,3,67,110.69,37.14862745098039
vozak,24,23,1,0,12,0.0,55.54913580246913
vplaboratory,53,53,0,0,31,0.0,44.13961538461539
vrema,3,3,0,0,3,0.0,12.57
vsestularu,2567,2510,47,10,1313,890.37,113.57359629669332
vt,2263,2210,34,19,1313,492.28,27.718360133444573
vtech,4291,4227,48,16,2784,746.53,62.562904842838826
vulli,1862,1820,32,10,1115,196.21,26.07731981008936
w-star,3973,3730,171,72,1674,4790.88,68.67586336894696
wacom,31955,30331,1203,421,10750,73588.97,284.7118527657844
wader,47,47,0,0,38,0.0,18.631717171717174
wagner,6164,6001,100,63,2918,19433.309999999998,413.0397333000013
wahl,3989,3857,96,36,1603,1942.3899999999999,79.32019718272822
walfix,10358,10103,207,48,4342,843.4399999999999,14.637811386104811
walkmaxx,9135,8787,280,68,5905,3074.13,47.45022149404825
wallberry,18761,18204,445,112,10178,1394.98,12.724511211454782
wanday,71,65,5,1,55,10.27,10.27
wangfeng,1069,1037,20,12,666,504.18999999999994,42.36794530591859
warmic,43,43,0,0,20,0.0,338.2572180451128
warrior,1105,1054,35,16,471,1250.1799999999998,99.68901771379225
waspo,1047,1043,0,4,841,164.76,41.19
waterpik,5199,5086,86,27,2249,4523.13,174.68753235709514
waterworld,756,735,18,3,502,61.0,26.066511777675768
wd,109,107,2,0,74,0.0,126.3528813559322
weber,4255,4232,15,8,2416,2722.31,593.2415236810052
weber-vetonit,179,179,0,0,122,0.0,5.663514492753624
wedssport,29,29,0,0,28,0.0,411.8500000000001
weekend,61329,61141,155,33,34090,23390.54,740.7040074299052
wehncke,1975,1972,3,0,1231,0.0,261.54299188942275
weichao,39,39,0,0,31,0.0,49.4868
weider,150,144,4,2,85,25.74,12.87
weifeng,6049,5757,215,77,3452,1288.21,16.73
weina,293,290,2,1,241,40.23,34.633023069679844
weiste,3246,3201,35,10,2122,52.120000000000005,6.156651546525777
weitai,1,1,0,0,1,0.0,36.01
welcos,12,12,0,0,8,0.0,9.415238095238095
wella,749,731,11,7,542,191.76,28.733138018967733
wellberg,24039,23404,482,153,13202,3454.2,22.542260400012978
welldone,8,8,0,0,6,0.0,17.25
wellneo,1864,1702,132,30,877,1003.1999999999999,41.63922141928656
welly,155130,151474,3274,382,86146,3274.71,7.794203997651865
welss,11389,11251,102,36,6735,2529.94,61.41616098557969
wenge,14915,14512,282,121,5839,3115.64,25.85599398970004
wengemotion,287,282,5,0,204,0.0,23.09
wenger,12,12,0,0,11,0.0,57.4
wensheng,200,195,4,1,101,10.27,9.507573701298702
wenyi,153,148,3,2,122,21.42,10.71
wera,17304,17266,36,2,9831,296.19,190.56739041522002
werner,195,195,0,0,187,0.0,14.125008012820512
wert,813,812,1,0,466,0.0,157.62047471004396
wess,427,413,0,14,290,46.76,5.182598763955343
westa,7697,7249,334,114,3190,7992.92,78.46084409653848
wester,878,872,5,1,507,39.1,39.57592462143628
westerndigital,600,581,14,5,348,758.31,214.13531832342113
westlake,5,5,0,0,4,0.0,234.24
westlike,15,10,4,1,5,57.66,57.66
westmark,216,213,3,0,160,0.0,14.573366104868912
westone,458,452,4,2,269,372.74,188.89977446524668
wethepeople,4169,4132,31,6,1888,2541.64,426.9459460374269
wetnwild,184,179,5,0,131,0.0,1.8
wh,109,106,3,0,74,0.0,1293.7481944444444
whirlpool,31507,30944,436,127,14966,65855.98,496.5446177685411
whistler,1942,1883,44,15,1156,742.4,45.38769082467161
whitewave,629,615,11,3,344,324.74,104.74984341857117
whito,57,53,2,2,34,33.46,16.73
wibtek,1113,1097,12,4,605,1076.76,262.0399291204082
wideway,16,15,1,0,13,0.0,80.31
widian,88,88,0,0,49,0.0,266.54
willmark,90849,84459,4921,1469,40991,31829.31,23.519820367121472
willmax,760,746,14,0,533,0.0,2.8307865375823766
wilmax,106,106,0,0,77,0.0,4.735714285714286
wilo,2005,1990,13,2,1010,831.6800000000001,383.0478205634451
wilson,3960,3862,80,18,1857,1204.3799999999999,81.29959641801415
winca,14321,14155,123,43,8170,14901.25,359.649498911337
wincars,5413,5292,98,23,2983,1280.54,55.406091977737375
wind,19,19,0,0,16,0.0,351.62
winda,237,222,13,2,144,167.1,71.88203556359252
wing,421,419,2,0,230,0.0,598.0437005177362
wingo,3817,3609,165,43,1665,8359.18,196.09305433529534
wingoffly,86564,83603,2117,844,27341,97590.13,115.4169970935354
winner,933,903,24,6,640,165.24,27.569158967104443
wintek,1302,1298,3,1,826,17.84,16.79039620400596
winx,13,13,0,0,12,0.0,7.069999999999999
winxclub,217,200,15,2,142,75.94,32.05341531578181
wiseson,834,820,13,1,578,61.01,61.01
witerra,12289,12160,110,19,5046,638.73,29.956292831916414
withings,922,920,2,0,677,0.0,177.78365760869565
wiwu,460,429,23,8,269,514.8,64.35
wize,57,57,0,0,48,0.0,321.6681891891892
wk,1239,1219,18,2,831,10.3,7.778075425069335
wltoys,115,115,0,0,68,0.0,33.727494285714286
woddon,1703,1642,51,10,840,234.87,24.583854127194755
wolf,191,188,3,0,124,0.0,841.1875308641976
wonderlab,3066,3007,36,23,1771,239.2,13.554591910079704
wonlex,141708,136538,3791,1379,48289,46916.94,34.29742096882767
woodcraft,1046,1010,24,12,716,643.5,55.682552264032225
work,250,247,1,2,184,109.5,143.12223302469135
